ID_employe,Age,Attrition,BusinessTravel,Department,Education,EnvironmentSatisfaction,Gender,JobInvolvement,Job Role,JobSatisfaction,PerformanceRating,WorkLifeBalance,MaritalStatus,StockOption,OverTime,PercentSalaryHike,NumCompaniesWorked,TotalWorkingYears,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHome,HourlyRate,DailyRate,MonthlyRate,Salary,TrainingTimesLastYear,DateToday,DateBirth,DateStart,DateDeparture,YearsAtCompany,AgeGroup,TerminationType,AgeHire,HireType,YearsAtCompany Group,EmploymentType
2017,37,No,Travel_Rarely,Research & Development,Bachelor,High,Female,Very High,Research Director,Very High,Outstanding,Better,Married,Low,Yes,25,1,16,6,8,10,42,161,15471,13744,2,31/07/2022,19/07/1986,05/06/2007,,15,3_Between 30 and 40,,22,1,7_15+ years,Full-time
2036,36,No,Non-Travel,Sales,Master,Very High,Male,Low,Sales Executive,Very High,Outstanding,Good,Divorced,Low,No,24,1,15,11,11,15,88,301,10436,5406,4,31/07/2022,28/06/1987,21/06/2008,,14,3_Between 30 and 40,,22,1,5_Between 10-15 years,Full-time
1666,43,No,Travel_Rarely,Research & Development,College,High,Male,Medium,Research Director,High,Outstanding,Better,Married,Low,No,24,1,14,6,11,15,65,1291,3525,17603,3,31/07/2022,20/09/1979,06/01/2009,,14,4_Between 40 and 50,,29,1,5_Between 10-15 years,Full-time
1950,34,No,Travel_Rarely,Sales,Bachelor,Low,Male,High,Sales Executive,Very High,Outstanding,Good,Single,None,No,21,1,14,2,1,1,32,937,6770,9888,3,31/07/2022,27/04/1989,20/03/2009,,13,3_Between 30 and 40,,21,1,5_Between 10-15 years,Full-time
682,53,No,Travel_Rarely,Sales,Below College,Very High,Female,High,Sales Executive,Low,Outstanding,Best,Single,None,No,20,7,18,8,10,1,34,238,7507,8381,2,31/07/2022,13/08/1969,21/03/2009,,13,5_Between 50 and 60,,40,1,5_Between 10-15 years,Full-time
145,51,No,Travel_Frequently,Research & Development,Master,Low,Female,Medium,Healthcare Representative,Low,Outstanding,Good,Single,None,No,20,3,23,12,8,1,30,1456,25796,7484,1,31/07/2022,18/03/1972,17/11/2009,,13,5_Between 50 and 60,,38,1,5_Between 10-15 years,Full-time
1184,34,No,Travel_Frequently,Research & Development,Bachelor,Very High,Male,Medium,Healthcare Representative,Low,Outstanding,Better,Single,None,No,20,0,14,4,9,1,97,669,25755,5343,3,31/07/2022,15/10/1988,17/02/2010,,12,3_Between 30 and 40,,22,1,5_Between 10-15 years,Full-time
692,33,No,Travel_Frequently,Research & Development,Bachelor,High,Male,High,Healthcare Representative,Very High,Outstanding,Bad,Divorced,Low,No,23,3,15,4,7,6,30,1296,5335,7725,2,31/07/2022,30/08/1989,24/02/2010,,12,3_Between 30 and 40,,21,1,5_Between 10-15 years,Full-time
57,30,No,Travel_Frequently,Research & Development,College,High,Female,High,Laboratory Technician,Very High,Outstanding,Better,Single,None,No,23,1,12,3,7,1,58,721,10781,4011,2,31/07/2022,04/05/1993,07/04/2011,,11,3_Between 30 and 40,,19,1,5_Between 10-15 years,Full-time
1375,40,No,Travel_Rarely,Research & Development,Below College,Medium,Female,Very High,Healthcare Representative,High,Outstanding,Better,Divorced,High,No,20,5,15,11,8,2,89,1202,13888,6377,0,31/07/2022,13/10/1982,18/06/2011,,11,4_Between 40 and 50,,29,1,5_Between 10-15 years,Full-time
1483,57,No,Travel_Rarely,Research & Development,College,Medium,Male,Very High,Research Scientist,High,Outstanding,Good,Married,Low,No,24,0,13,2,8,1,93,405,2721,4900,2,31/07/2022,25/07/1966,14/07/2011,,11,5_Between 50 and 60,,46,1,5_Between 10-15 years,Full-time
292,30,No,Non-Travel,Research & Development,Below College,High,Male,Medium,Manufacturing Director,High,Outstanding,Better,Single,None,No,22,1,12,5,8,1,88,829,20925,8474,2,31/07/2022,21/08/1992,12/10/2011,,11,3_Between 30 and 40,,19,1,5_Between 10-15 years,Full-time
1541,34,No,Travel_Rarely,Sales,College,Medium,Male,High,Sales Representative,High,Outstanding,Better,Married,Low,Yes,25,0,12,5,7,7,55,1440,4944,2308,4,31/07/2022,11/04/1989,13/12/2011,,11,3_Between 30 and 40,,23,1,5_Between 10-15 years,Full-time
1092,40,No,Travel_Rarely,Research & Development,Master,Low,Male,High,Healthcare Representative,Very High,Outstanding,Better,Married,Low,No,20,4,14,6,1,20,61,1492,26542,10322,6,31/07/2022,07/12/1982,15/01/2012,,11,4_Between 40 and 50,,29,1,5_Between 10-15 years,Full-time
1979,31,No,Non-Travel,Research & Development,Bachelor,High,Female,High,Research Director,High,Outstanding,Best,Married,Low,No,20,4,13,4,8,10,40,697,26862,11031,2,31/07/2022,11/07/1992,06/02/2012,,10,3_Between 30 and 40,,21,1,5_Between 10-15 years,Full-time
958,36,No,Travel_Rarely,Research & Development,Master,High,Male,High,Laboratory Technician,High,Outstanding,Better,Single,None,No,21,4,16,3,9,2,79,938,12287,2519,6,31/07/2022,20/07/1987,06/05/2012,,10,3_Between 30 and 40,,26,1,5_Between 10-15 years,Full-time
1241,30,No,Travel_Rarely,Research & Development,Bachelor,Very High,Male,High,Research Scientist,Medium,Outstanding,Better,Married,Low,Yes,21,0,12,5,7,1,63,1465,9369,3579,2,31/07/2022,06/12/1992,09/06/2012,,10,3_Between 30 and 40,,20,1,5_Between 10-15 years,Full-time
442,31,No,Travel_Frequently,Research & Development,College,High,Female,Medium,Manufacturing Director,High,Outstanding,Better,Married,Low,No,24,1,10,8,9,7,48,798,14034,8943,2,31/07/2022,18/02/1992,02/09/2012,,10,3_Between 30 and 40,,21,1,5_Between 10-15 years,Full-time
605,42,No,Travel_Rarely,Research & Development,Bachelor,Very High,Male,High,Manufacturing Director,Low,Outstanding,Good,Married,Low,Yes,21,1,10,5,8,24,56,319,6950,7406,5,31/07/2022,10/10/1980,28/11/2012,,10,4_Between 40 and 50,,32,1,5_Between 10-15 years,Full-time
1956,31,No,Travel_Frequently,Research & Development,Bachelor,Very High,Male,Low,Research Scientist,Low,Outstanding,Better,Married,None,No,21,1,10,8,7,1,48,1125,5771,5003,6,31/07/2022,15/02/1992,22/12/2012,,10,3_Between 30 and 40,,21,1,5_Between 10-15 years,Contractor
597,55,No,Travel_Rarely,Sales,Doctor,Low,Female,High,Manager,Medium,Outstanding,Better,Single,None,No,23,3,37,7,7,18,83,1117,9873,16835,2,31/07/2022,20/06/1968,05/03/2013,,9,5_Between 50 and 60,,46,1,4_Between 5-10 years,Full-time
1665,54,No,Travel_Rarely,Research & Development,Doctor,Medium,Female,High,Manager,High,Outstanding,Better,Married,Low,No,25,3,36,4,7,22,91,584,18685,17426,6,31/07/2022,28/05/1969,07/05/2013,,9,5_Between 50 and 60,,45,1,4_Between 5-10 years,Contractor
1823,34,No,Travel_Rarely,Sales,College,Medium,Male,Very High,Sales Executive,High,Outstanding,Better,Married,Mid,No,21,1,10,4,8,8,92,810,22128,6799,5,31/07/2022,16/09/1988,12/05/2013,,9,3_Between 30 and 40,,25,1,4_Between 5-10 years,Full-time
1936,39,No,Travel_Rarely,Research & Development,College,Low,Male,High,Manufacturing Director,Low,Outstanding,Better,Married,Low,No,25,1,10,7,9,9,87,867,12315,5151,3,31/07/2022,30/11/1983,12/05/2013,,9,3_Between 30 and 40,,30,1,4_Between 5-10 years,Full-time
367,31,No,Travel_Rarely,Research & Development,Bachelor,Medium,Male,Medium,Healthcare Representative,Very High,Outstanding,Better,Married,Low,No,21,0,10,7,8,23,64,1463,14408,5582,2,31/07/2022,07/08/1991,22/08/2013,,9,3_Between 30 and 40,,22,1,4_Between 5-10 years,Full-time
1970,33,No,Travel_Frequently,Research & Development,College,Very High,Male,High,Healthcare Representative,High,Outstanding,Better,Divorced,High,No,20,1,9,2,8,7,36,1303,18079,5968,2,31/07/2022,21/12/1989,20/12/2013,,9,3_Between 30 and 40,,24,1,4_Between 5-10 years,Full-time
60,34,No,Non-Travel,Sales,Master,Medium,Male,High,Sales Executive,High,Outstanding,Better,Single,None,No,20,0,10,8,7,23,72,1065,10034,4568,2,31/07/2022,16/01/1989,11/02/2014,,8,3_Between 30 and 40,,26,1,4_Between 5-10 years,Full-time
1864,27,No,Travel_Rarely,Sales,Below College,Medium,Female,Medium,Sales Representative,High,Outstanding,Better,Married,Low,No,21,1,9,5,8,23,36,728,7018,3540,5,31/07/2022,28/08/1995,21/02/2014,,8,2_Between 20 and 30,,19,1,4_Between 5-10 years,Contractor
78,32,No,Travel_Rarely,Research & Development,Bachelor,Low,Male,High,Manufacturing Director,Very High,Outstanding,Better,Married,Low,Yes,22,1,9,7,8,1,33,427,10877,6162,3,31/07/2022,23/02/1991,04/07/2014,,8,3_Between 30 and 40,,24,2,4_Between 5-10 years,Full-time
807,40,No,Travel_Frequently,Research & Development,College,High,Female,Very High,Healthcare Representative,Medium,Outstanding,Better,Married,Low,No,24,1,8,3,7,2,38,791,9931,4244,2,31/07/2022,31/05/1983,15/09/2014,,8,4_Between 40 and 50,,32,1,4_Between 5-10 years,Full-time
1275,26,No,Travel_Rarely,Research & Development,College,High,Male,High,Research Scientist,Very High,Outstanding,Good,Single,None,Yes,20,1,8,2,2,4,53,583,9973,2875,2,31/07/2022,04/06/1997,13/11/2014,,8,2_Between 20 and 30,,18,2,4_Between 5-10 years,Full-time
747,30,No,Travel_Rarely,Sales,Doctor,High,Male,High,Sales Executive,Very High,Outstanding,Good,Divorced,Low,No,23,7,10,7,7,27,99,501,25275,5304,2,31/07/2022,30/08/1992,16/01/2015,,8,3_Between 30 and 40,,22,2,4_Between 5-10 years,Full-time
1845,45,No,Non-Travel,Sales,Master,High,Female,High,Sales Executive,High,Outstanding,Best,Married,Mid,No,22,4,10,5,7,2,67,589,19665,5154,3,31/07/2022,21/04/1978,03/04/2015,,7,4_Between 40 and 50,,38,1,4_Between 5-10 years,Full-time
382,38,No,Travel_Rarely,Sales,College,Low,Female,Very High,Sales Executive,Low,Outstanding,Better,Divorced,Low,Yes,24,1,8,7,7,7,44,322,19191,5605,3,31/07/2022,01/03/1985,20/06/2015,,7,3_Between 30 and 40,,31,1,4_Between 5-10 years,Contractor
177,26,No,Travel_Rarely,Human Resources,Below College,High,Female,High,Human Resources,High,Outstanding,Better,Married,Low,No,23,1,8,5,7,25,61,1355,8916,2942,3,31/07/2022,23/09/1996,29/06/2015,,7,2_Between 20 and 30,,19,1,4_Between 5-10 years,Full-time
846,28,No,Travel_Rarely,Sales,Master,Medium,Female,High,Sales Executive,Medium,Outstanding,Better,Married,None,Yes,20,1,8,7,5,2,81,760,3698,4779,2,31/07/2022,21/02/1995,05/07/2015,,7,2_Between 20 and 30,,21,1,4_Between 5-10 years,Contractor
903,47,No,Travel_Rarely,Sales,College,High,Female,High,Sales Executive,Very High,Outstanding,Better,Married,Low,Yes,22,0,8,7,7,2,35,249,17783,4537,2,31/07/2022,15/08/1975,29/08/2015,,7,4_Between 40 and 50,,40,1,4_Between 5-10 years,Full-time
1849,43,No,Travel_Frequently,Sales,Master,Low,Male,High,Sales Executive,Very High,Outstanding,Better,Married,Low,No,20,1,7,7,7,2,92,1422,19246,5675,5,31/07/2022,18/11/1979,14/10/2015,,7,4_Between 40 and 50,,36,1,4_Between 5-10 years,Full-time
1693,26,No,Non-Travel,Research & Development,Bachelor,Very High,Male,High,Laboratory Technician,Very High,Outstanding,Better,Single,None,No,20,1,7,5,3,7,76,786,11925,2570,5,31/07/2022,08/05/1997,18/04/2016,,6,2_Between 20 and 30,,20,2,4_Between 5-10 years,Full-time
653,31,No,Travel_Rarely,Sales,Master,Low,Male,Very High,Sales Executive,Very High,Outstanding,Best,Divorced,Mid,No,22,4,13,5,3,6,66,525,6219,5460,4,31/07/2022,16/06/1992,23/04/2016,,6,3_Between 30 and 40,,25,1,4_Between 5-10 years,Full-time
1237,36,No,Travel_Rarely,Research & Development,Bachelor,High,Female,Low,Manufacturing Director,Low,Outstanding,Better,Divorced,Low,Yes,21,2,17,4,4,1,77,363,4235,10252,2,31/07/2022,12/02/1987,11/06/2016,,6,3_Between 30 and 40,,30,1,4_Between 5-10 years,Full-time
205,53,No,Travel_Rarely,Sales,College,Medium,Male,High,Sales Representative,High,Outstanding,Bad,Married,Low,Yes,20,2,13,4,5,6,34,1436,16047,2306,3,31/07/2022,05/06/1970,21/06/2016,,6,5_Between 50 and 60,,47,1,4_Between 5-10 years,Full-time
1854,42,No,Non-Travel,Research & Development,Master,High,Male,High,Research Scientist,High,Outstanding,Good,Married,Mid,No,22,3,10,3,3,10,38,355,6161,2936,1,31/07/2022,10/03/1981,30/09/2016,,6,4_Between 40 and 50,,36,1,4_Between 5-10 years,Full-time
1116,48,No,Non-Travel,Research & Development,Master,Low,Male,Very High,Manager,Very High,Outstanding,Good,Single,None,No,22,2,27,2,1,1,35,1262,16154,16885,3,31/07/2022,05/08/1974,20/09/2017,,5,4_Between 40 and 50,,43,1,3_Between 3-5 years,Full-time
1554,35,No,Travel_Rarely,Sales,Master,Medium,Female,Medium,Sales Representative,High,Outstanding,Better,Married,Mid,No,23,0,6,4,2,28,98,1402,26204,2430,5,31/07/2022,27/10/1987,28/03/2018,,4,3_Between 30 and 40,,31,2,3_Between 3-5 years,Full-time
1675,38,No,Travel_Frequently,Research & Development,Bachelor,Very High,Female,Medium,Laboratory Technician,Medium,Outstanding,Better,Single,None,No,22,1,4,3,3,2,42,148,23826,2440,3,31/07/2022,07/01/1985,10/12/2018,,4,3_Between 30 and 40,,34,1,3_Between 3-5 years,Full-time
763,40,No,Travel_Rarely,Research & Development,Below College,Very High,Female,Medium,Research Scientist,Very High,Outstanding,Good,Single,None,Yes,20,0,5,2,3,2,86,804,22929,2342,2,31/07/2022,22/04/1983,18/02/2019,,3,4_Between 40 and 50,,37,2,2_Between 1-3 years,Full-time
1800,39,No,Travel_Rarely,Research & Development,Below College,High,Male,High,Research Director,High,Outstanding,Better,Single,None,No,21,7,9,2,2,10,65,1253,7914,13464,3,31/07/2022,15/04/1984,01/05/2019,,3,3_Between 30 and 40,,36,1,2_Between 1-3 years,Full-time
193,38,No,Travel_Rarely,Research & Development,Doctor,Very High,Female,High,Research Scientist,High,Outstanding,Better,Single,None,Yes,20,3,19,2,2,3,32,364,2302,4317,2,31/07/2022,18/06/1985,21/08/2019,,3,3_Between 30 and 40,,35,2,2_Between 1-3 years,Full-time
140,59,No,Non-Travel,Human Resources,Master,High,Female,Medium,Manager,Very High,Outstanding,Better,Married,Low,No,21,9,30,2,2,2,32,1420,21922,18844,3,31/07/2022,19/08/1963,10/09/2019,,3,5_Between 50 and 60,,56,1,2_Between 1-3 years,Contractor
484,21,No,Non-Travel,Sales,College,Low,Male,High,Sales Representative,Very High,Outstanding,Good,Single,None,No,24,1,3,2,2,9,39,895,2851,2610,3,31/07/2022,24/08/2001,11/03/2020,,2,2_Between 20 and 30,,19,1,2_Between 1-3 years,Contractor
872,22,No,Travel_Rarely,Research & Development,College,Very High,Male,Medium,Manufacturing Director,Very High,Outstanding,Bad,Married,Mid,No,22,6,4,2,2,1,33,1230,19146,4775,2,31/07/2022,23/05/2001,13/08/2020,,2,2_Between 20 and 30,,20,2,2_Between 1-3 years,Full-time
1234,32,No,Travel_Frequently,Research & Development,Bachelor,High,Female,Medium,Laboratory Technician,Medium,Outstanding,Better,Married,Low,No,20,1,2,2,2,13,77,116,7331,2743,2,31/07/2022,01/03/1991,03/10/2020,,2,3_Between 30 and 40,,30,1,2_Between 1-3 years,Full-time
675,22,No,Travel_Rarely,Research & Development,Below College,Low,Male,High,Research Scientist,High,Outstanding,Better,Married,None,No,20,0,3,2,2,6,69,604,12145,2773,3,31/07/2022,25/02/2001,16/10/2020,,2,2_Between 20 and 30,,20,1,2_Between 1-3 years,Full-time
217,22,No,Travel_Rarely,Research & Development,Below College,High,Male,High,Research Scientist,Very High,Outstanding,Better,Married,Mid,No,24,1,2,2,2,19,80,1256,11992,2323,6,31/07/2022,06/05/2001,15/11/2020,,2,2_Between 20 and 30,,20,2,2_Between 1-3 years,Full-time
1215,50,No,Travel_Frequently,Research & Development,Bachelor,Very High,Female,High,Manager,Low,Outstanding,Better,Married,Low,No,22,2,32,2,2,2,30,1421,9490,17856,3,31/07/2022,18/06/1973,11/01/2021,,2,5_Between 50 and 60,,48,1,2_Between 1-3 years,Contractor
1278,55,No,Non-Travel,Research & Development,Below College,Very High,Male,Medium,Healthcare Representative,Medium,Low,Better,Divorced,Low,Yes,15,1,34,15,0,8,37,177,25592,13577,3,31/07/2022,30/05/1968,24/01/1990,,33,5_Between 50 and 60,,22,1,7_15+ years,Full-time
905,50,No,Non-Travel,Research & Development,Master,Low,Male,High,Manager,Low,Good,Better,Divorced,Low,No,11,1,31,14,7,2,98,881,4544,17924,3,31/07/2022,09/10/1972,19/12/1991,,31,5_Between 50 and 60,,19,1,7_15+ years,Full-time
1815,41,No,Travel_Rarely,Sales,Below College,High,Female,High,Sales Executive,High,Good,Best,Divorced,Low,Yes,13,0,23,13,5,4,81,796,26458,10447,3,31/07/2022,08/07/1982,30/03/2001,,21,4_Between 40 and 50,,20,1,7_15+ years,Full-time
1166,40,No,Travel_Frequently,Research & Development,Master,Medium,Female,High,Research Director,High,Good,Good,Single,None,No,17,9,20,2,13,9,88,593,13782,13499,3,31/07/2022,02/08/1982,11/04/2005,,17,4_Between 40 and 50,,23,1,7_15+ years,Full-time
1628,40,No,Travel_Rarely,Research & Development,Bachelor,Low,Female,Medium,Manufacturing Director,High,Good,Better,Married,Mid,No,13,1,18,14,12,15,80,884,25800,10435,2,31/07/2022,28/11/1982,29/05/2005,,17,4_Between 40 and 50,,23,1,7_15+ years,Full-time
1866,43,No,Travel_Rarely,Research & Development,Bachelor,Low,Female,Medium,Manager,High,Good,Better,Married,None,No,13,7,21,6,14,6,81,823,22539,19392,2,31/07/2022,02/04/1980,17/04/2007,,15,4_Between 40 and 50,,28,1,7_15+ years,Full-time
1073,36,No,Travel_Rarely,Research & Development,Doctor,Very High,Female,Medium,Manufacturing Director,Very High,Good,Good,Single,None,No,11,0,15,7,8,12,51,796,15669,8858,2,31/07/2022,17/04/1987,31/08/2008,,14,3_Between 30 and 40,,22,1,5_Between 10-15 years,Full-time
1485,34,No,Travel_Frequently,Research & Development,Bachelor,Medium,Male,High,Research Director,Low,Low,Good,Divorced,Mid,No,14,7,16,6,9,15,71,829,11929,17007,3,31/07/2022,22/07/1989,17/11/2008,,14,3_Between 30 and 40,,20,1,5_Between 10-15 years,Full-time
1630,35,No,Non-Travel,Research & Development,Master,High,Female,High,Healthcare Representative,High,Good,Better,Married,Low,No,12,1,15,2,9,8,52,208,12250,4148,5,31/07/2022,13/10/1987,27/06/2009,,13,3_Between 30 and 40,,22,1,5_Between 10-15 years,Full-time
899,35,No,Travel_Rarely,Research & Development,Bachelor,Very High,Male,Medium,Manufacturing Director,Medium,Good,Better,Married,None,No,16,3,16,4,8,25,78,672,9129,10903,2,31/07/2022,01/06/1988,27/12/2009,,13,3_Between 30 and 40,,22,1,5_Between 10-15 years,Full-time
1852,29,No,Travel_Frequently,Research & Development,Below College,Very High,Male,High,Laboratory Technician,Very High,Good,Best,Married,None,No,13,1,11,3,10,20,40,574,7003,3812,3,31/07/2022,14/12/1993,31/03/2012,,10,2_Between 20 and 30,,19,1,5_Between 10-15 years,Full-time
124,46,No,Travel_Frequently,Research & Development,Bachelor,High,Male,Medium,Healthcare Representative,Low,Good,Good,Married,Low,Yes,13,2,21,9,5,1,40,638,3142,10673,5,31/07/2022,10/02/1977,08/01/2013,,10,4_Between 40 and 50,,36,1,5_Between 10-15 years,Full-time
889,32,No,Travel_Frequently,Sales,College,Medium,Male,High,Sales Executive,Medium,Good,Better,Married,Low,No,14,1,10,5,3,5,48,379,8891,6524,3,31/07/2022,15/12/1990,18/02/2013,,9,3_Between 30 and 40,,23,1,4_Between 5-10 years,Full-time
1596,35,No,Travel_Rarely,Research & Development,Bachelor,Medium,Male,Very High,Laboratory Technician,High,Good,Good,Married,Mid,No,17,1,10,6,8,28,46,750,25348,3407,3,31/07/2022,08/03/1988,21/02/2013,,9,3_Between 30 and 40,,26,1,4_Between 5-10 years,Full-time
1472,53,No,Travel_Rarely,Research & Development,Bachelor,Very High,Male,Very High,Research Director,Medium,Good,Good,Single,None,No,12,4,35,8,8,2,39,447,19764,16598,2,31/07/2022,28/05/1970,01/05/2014,,8,5_Between 50 and 60,,45,1,4_Between 5-10 years,Full-time
1597,34,No,Travel_Frequently,Research & Development,Master,Very High,Male,Medium,Healthcare Representative,High,Good,Good,Married,Low,No,14,1,9,7,7,10,92,653,15332,5063,3,31/07/2022,10/02/1989,28/07/2014,,8,3_Between 30 and 40,,26,1,4_Between 5-10 years,Full-time
1046,32,No,Non-Travel,Research & Development,Master,Very High,Female,High,Laboratory Technician,High,Good,Better,Single,None,No,12,9,10,7,7,29,69,1109,11135,4025,2,31/07/2022,26/07/1991,15/12/2014,,8,3_Between 30 and 40,,24,1,4_Between 5-10 years,Full-time
982,30,No,Travel_Rarely,Sales,College,High,Male,High,Sales Executive,High,Good,Best,Divorced,Low,No,11,5,10,7,7,8,62,231,9977,7264,2,31/07/2022,01/04/1993,30/01/2015,,8,3_Between 30 and 40,,22,1,4_Between 5-10 years,Full-time
1576,48,No,Travel_Rarely,Research & Development,Master,High,Female,High,Research Scientist,Low,Low,Good,Married,Low,No,12,8,10,7,6,15,65,1108,16530,2367,3,31/07/2022,01/03/1975,16/03/2015,,7,4_Between 40 and 50,,41,1,4_Between 5-10 years,Full-time
1618,39,No,Travel_Rarely,Research & Development,Doctor,Medium,Male,High,Manufacturing Director,Low,Good,Better,Married,High,No,13,2,10,7,7,10,76,1387,3835,5377,3,31/07/2022,19/03/1984,28/10/2015,,7,3_Between 30 and 40,,32,1,4_Between 5-10 years,Full-time
1152,38,No,Travel_Rarely,Human Resources,Bachelor,High,Male,Very High,Human Resources,High,Good,Best,Married,Low,No,13,1,7,5,0,1,37,433,6004,2844,2,31/07/2022,25/04/1985,07/11/2015,,7,3_Between 30 and 40,,31,1,4_Between 5-10 years,Full-time
199,41,No,Travel_Frequently,Research & Development,Bachelor,Very High,Male,Medium,Manager,Low,Low,Good,Divorced,Low,No,13,4,21,3,6,10,91,857,12888,17181,2,31/07/2022,27/08/1981,21/02/2016,,6,4_Between 40 and 50,,35,1,4_Between 5-10 years,Full-time
1314,46,No,Travel_Rarely,Human Resources,College,Very High,Female,High,Human Resources,Low,Good,Best,Single,None,No,12,6,10,5,4,1,44,991,22957,3423,3,31/07/2022,29/07/1977,22/04/2016,,6,4_Between 40 and 50,,40,1,4_Between 5-10 years,Full-time
888,24,No,Non-Travel,Research & Development,Below College,Low,Male,Medium,Laboratory Technician,Very High,Good,Good,Married,None,No,17,0,6,3,4,4,46,1269,10778,3162,2,31/07/2022,24/05/1999,09/04/2018,,4,2_Between 20 and 30,,20,1,3_Between 3-5 years,Contractor
277,34,No,Travel_Frequently,Research & Development,Master,Very High,Male,High,Research Scientist,High,Good,Best,Divorced,Low,Yes,17,1,5,2,0,10,43,878,5972,3815,4,31/07/2022,20/04/1989,29/04/2018,,4,3_Between 30 and 40,,30,2,3_Between 3-5 years,Full-time
1191,56,No,Travel_Rarely,Research & Development,Master,Very High,Female,High,Manager,Low,Good,Better,Divorced,Low,No,13,4,28,4,2,4,92,718,18575,19943,2,31/07/2022,06/05/1967,12/06/2018,,4,5_Between 50 and 60,,52,1,3_Between 3-5 years,Full-time
1391,51,No,Travel_Frequently,Sales,Bachelor,Medium,Male,High,Sales Executive,Medium,Low,Better,Married,None,No,11,2,14,3,2,2,52,541,15395,10596,5,31/07/2022,02/05/1972,21/05/2019,,3,5_Between 50 and 60,,48,2,2_Between 1-3 years,Full-time
1833,31,No,Travel_Frequently,Sales,Master,Low,Female,High,Sales Executive,Low,Good,Better,Married,Mid,No,14,2,9,2,2,7,68,1125,8277,9637,3,31/07/2022,09/11/1991,10/06/2020,,2,3_Between 30 and 40,,29,1,2_Between 1-3 years,Full-time
1479,30,No,Travel_Rarely,Sales,Below College,Very High,Male,High,Sales Executive,High,Low,Good,Married,Mid,No,15,8,4,2,2,16,96,1358,2939,5301,2,31/07/2022,09/09/1992,15/08/2020,,2,3_Between 30 and 40,,28,2,2_Between 1-3 years,Full-time
738,50,No,Travel_Rarely,Sales,Master,Very High,Male,High,Sales Representative,Medium,Good,Better,Married,Low,No,15,7,4,2,2,8,54,316,9983,3875,2,31/07/2022,20/08/1972,22/08/2020,,2,5_Between 50 and 60,,48,2,2_Between 1-3 years,Full-time
1560,33,No,Travel_Rarely,Sales,Master,Low,Male,High,Sales Executive,Low,Low,Bad,Married,Low,No,13,2,8,2,2,8,46,1242,10589,6392,6,31/07/2022,25/07/1990,04/10/2020,,2,3_Between 30 and 40,,31,1,2_Between 1-3 years,Full-time
475,30,No,Non-Travel,Sales,College,Very High,Female,High,Sales Executive,High,Low,Best,Married,Low,Yes,12,7,4,2,2,25,85,641,6069,4736,2,31/07/2022,30/11/1992,24/10/2020,,2,3_Between 30 and 40,,28,1,2_Between 1-3 years,Contractor
329,52,No,Non-Travel,Sales,Master,Low,Male,Medium,Manager,High,Excellent,Best,Single,None,Yes,18,1,33,15,12,2,79,771,21030,19068,2,31/07/2022,10/10/1970,18/12/1989,,33,5_Between 50 and 60,,19,1,7_15+ years,Full-time
1539,50,No,Travel_Frequently,Research & Development,Doctor,High,Male,Low,Research Director,Very High,Excellent,Better,Single,None,Yes,13,1,32,13,9,22,88,333,24450,14411,2,31/07/2022,22/06/1973,22/08/1990,,32,5_Between 50 and 60,,18,1,7_15+ years,Full-time
644,50,No,Travel_Frequently,Human Resources,Bachelor,Low,Male,High,Manager,Medium,Excellent,Better,Married,Low,No,11,1,32,10,7,3,99,1246,7999,18200,2,31/07/2022,12/04/1973,27/09/1990,,32,5_Between 50 and 60,,18,1,7_15+ years,Full-time
1606,50,No,Travel_Frequently,Research & Development,Doctor,Medium,Male,High,Healthcare Representative,High,Excellent,Better,Married,Low,Yes,15,2,32,12,13,20,41,1234,20689,11245,3,31/07/2022,08/05/1973,28/10/1992,,30,5_Between 50 and 60,,20,1,7_15+ years,Full-time
158,43,No,Travel_Frequently,Sales,College,High,Male,High,Manager,Very High,Excellent,Best,Married,Mid,Yes,12,1,25,4,12,26,92,394,19494,16959,3,31/07/2022,30/01/1980,10/12/1997,,25,4_Between 40 and 50,,18,1,7_15+ years,Full-time
809,42,No,Travel_Frequently,Research & Development,Bachelor,Medium,Male,High,Manager,Very High,Excellent,Good,Divorced,Low,No,13,1,24,14,9,8,66,570,16225,18430,4,31/07/2022,22/03/1981,04/03/1999,,23,4_Between 40 and 50,,19,1,7_15+ years,Full-time
425,45,No,Travel_Frequently,Research & Development,Bachelor,Low,Male,High,Laboratory Technician,Low,Excellent,Better,Divorced,Low,No,18,1,24,9,11,7,97,1249,20308,5210,2,31/07/2022,22/07/1978,17/04/1999,,23,4_Between 40 and 50,,22,1,7_15+ years,Full-time
746,47,No,Travel_Frequently,Sales,Bachelor,Very High,Female,High,Sales Executive,High,Excellent,Good,Divorced,Mid,Yes,12,9,28,11,13,3,49,217,10225,13770,2,31/07/2022,19/02/1976,16/08/2000,,22,4_Between 40 and 50,,25,1,7_15+ years,Full-time
1900,48,No,Travel_Frequently,Research & Development,Bachelor,Very High,Female,High,Manager,Very High,Excellent,Better,Divorced,Low,No,11,3,24,4,7,22,58,117,2437,17174,3,31/07/2022,28/07/1975,21/03/2001,,21,4_Between 40 and 50,,27,1,7_15+ years,Full-time
1043,39,No,Travel_Frequently,Research & Development,Bachelor,Very High,Female,High,Manufacturing Director,Low,Excellent,Better,Single,None,Yes,13,1,21,2,8,22,82,945,5083,10880,2,31/07/2022,22/09/1983,26/08/2001,,21,3_Between 30 and 40,,18,1,7_15+ years,Full-time
